cod_concesion,cod_tipo_sujeto,COD_SUMINISTRO,SECTOR,COD_TIPO_SUMINISTRO,COD_CONTADOR_ACT
VR,PER,990698,1,CONT,Q19GA004955J
VR,PER,990701,3.2.1,CONT,EZ023199D
VR,PER,990712,2.1,CONT,Q18EA018433K
VR,PER,990730,2.2,CONT,J15LA851421V
VR,ENP,990738,3.2,CONT,J13OB003904M
VR,SOC,40000100308,,CONT,J13OB003904M
VR,CON,990740,3.2,SIN_CONT,
VR,PER,990741,2.2,CONT,Q21GA046051W
VR,PER,990743,,SIN_CONT,
VR,SOC,990744,,SIN_CONT,
VR,PER,990745,,SIN_CONT,
VR,SOC,990746,0,SIN_CONT,Q19GA004920Y
VR,PER,40000100106,,CONT,Q19GA004920Y
VR,PER,990768,,CONT,H917205
VR,PER,990796,3.2,CONT,J15LA851170Y
VR,PER,990807,3,CONT,Q18GA038094L
VR,SOC,990815,0,SIN_CONT,J13OA117607A
VR,PER,40000100158,,CONT,J13OA117607A
VR,PER,990818,3.2,CONT,Q19GA023728O
VR,PER,990819,3,CONT,Q19GA023639G
VR,PER,997849,2.1,CONT,J14LA728152U
VR,PER,990821,2.1,CONT,Q19GA005140J
VR,PER,995461,3.1,CONT,2106622
VR,PER,995462,3.1,CONT,Q18GA037983F
VR,PER,995463,3.1,CONT,Q18EA019614R
VR,SOC,995464,3.1,CONT,(NULL)__13_MIG_995464_FIC
VR,PER,995465,3.1,CONT,Q18EA019623S
VR,PER,995467,3.1,CONT,J14LA719585O
VR,PER,995468,3.1,CONT,Q18GA037915T
VR,PER,995470,3.1,CONT,Q18EA019621Q
VR,PER,995471,3.1,CONT,Q18GA037916U
VR,PER,995472,3.1,CONT,Q18GA037910O
VR,PER,995473,3.1,CONT,Q18GA043006G
VR,PER,995474,3.2.1,CONT,J17LA639003M
VR,PER,995475,3.2.1,CONT,64555255
VR,PER,995477,3.1,CONT,J15LA850986A
VR,PER,995478,3.1,CONT,Q21GA031248I
VR,PER,995479,3.1,CONT,Q19GA005024F
VR,PER,995481,3.1,CONT,Q18GA043516X
VR,PER,998249,,CONT,OA023198E
VR,PER,995482,3.1,CONT,Q19GA005021C
VR,PER,995483,3.1,CONT,Q19GA005148Q
VR,PER,995484,3.1,CONT,Q19GA023956Q
VR,PER,995485,3.1,CONT,Q21GA045775V
VR,PER,995486,3.1,CONT,Q19GA054101N
VR,PER,995488,3.1,CONT,Q18GA054100M
VR,PER,995489,3.2.1,CONT,C18LA220114P
VR,PER,995490,3.2.1,CONT,J15LA850962S
VR,PER,995491,3.2.1,CONT,Q18GA037900M
VR,PER,999049,3.2.1,CONT,Q18GA037901N
VR,PER,995492,3.1,CONT,Q21GA045947X
VR,PER,995493,3.1,CONT,J14LA719689V
VR,PER,995494,3.1,CONT,Q19GA005145N
VR,PER,995495,3.1,CONT,D10CA442354E
VR,PER,995496,3.1,CONT,Q18GA043562D
VR,PER,995497,3.1,CONT,Q21GA045943T
VR,PER,995498,3.1,CONT,Q21GA045944U
VR,PER,995499,3.1,CONT,Q21GA045941R
VR,PER,995501,3.1,CONT,Q21GA045778Y
VR,PER,995502,3.1,CONT,J15LA850955T
VR,PER,995503,3.1,CONT,J15LA851533F
VR,PER,995504,3.1,CONT,J15LA851488R
VR,PER,995505,3.1,CONT,Q21GA045808N
VR,PER,995506,2,CONT,Q18EA09775H
VR,PER,995507,2,CONT,Q18EA019781F
VR,PER,995510,2,CONT,Q21GA046084F
VR,PER,995511,2,CONT,Q18EA019773F
VR,PER,995513,2,CONT,Q18EA019778K
VR,PER,995514,2,CONT,D12TA089379J
VR,PER,995515,2,CONT,Q18EA019770C
VR,PER,995516,2,CONT,D12TA089665M
VR,PER,995519,2,CONT,J15LA850708G
VR,PER,995521,2,CONT,Q21GA046088J
VR,PER,995522,2,CONT,Q21GA046080B
VR,PER,995523,2,CONT,J17LA638970U
VR,PER,995524,2,CONT,D12TA089340U
VR,PER,995525,2,CONT,D12TA089335X
VR,PER,995526,2,CONT,Q18EA019766G
VR,PER,995527,2,CONT,D12TA089333V
VR,PER,995529,2,CONT,D12TA089336Y
VR,PER,995531,2,CONT,Q18GA043063P
VR,PER,995532,2,CONT,Q18EA019777J
VR,PER,995533,2,CONT,D12TA089428B
VR,PER,995534,3.2,CONT,Q19GA005239S
VR,PER,995535,3.2,CONT,Q19GA005200D
VR,PER,995536,3.2.1,CONT,C18LA220038U
VR,PER,995538,3.2,CONT,J103021
VR,PER,995540,3.2,CONT,J17LA638864T
VR,PER,995542,3.2,CONT,Q18GA043351V
VR,PER,995543,3.2.1,CONT,Q19GA005192U
VR,PER,995544,3.2.1,CONT,C18LA220032O
VR,PER,995545,3.2,CONT,Q18EA019416N
VR,PER,995546,3.2,CONT,Q18GA038083I
VR,PER,995547,3.2,CONT,Q18EA019334M
VR,PER,995549,3.2,SIN_CONT,
VR,PER,995550,3.2,SIN_CONT,
VR,PER,995554,3.2,CONT,Q18EA019336O
VR,PER,995555,3.2,CONT,Q19GA005048N
VR,PER,995557,3.2,CONT,Q21GA045927T
VR,PER,995558,3.2,CONT,Q18EA019337P
VR,PER,995560,3.2,CONT,Q18EA019475M
VR,PER,995561,3.2,CONT,Q18EA019418P
VR,PER,995562,3.2,CONT,Q18GA043602U
VR,PER,995563,,CONT,2166612
VR,PER,995565,3.2,CONT,J15LA850413U
VR,PER,995566,3.2,CONT,2016208
VR,PER,995567,3.2,CONT,J17LA638871S
VR,PER,995568,3.2,CONT,Q21GA045837S
VR,PER,995569,3.2,CONT,Q21GA046071A
VR,PER,995573,3.2,CONT,Q21GA045832N
VR,PER,995574,3.2,CONT,Q18GA043601T
VR,PER,995575,3.2,CONT,J17LA6390135
VR,PER,995576,3.2,CONT,Q18EA019340K
VR,PER,995578,2,CONT,Q18EA019904Y
VR,PER,995580,2,CONT,Q18EA019920Y
VR,PER,995581,2,CONT,Q18EA019915B
VR,PER,995582,2,CONT,Q19GA023840F
VR,PER,995583,2,CONT,Q19GA023839M
VR,PER,995584,2,CONT,Q21GA046131V
VR,PER,995585,2,CONT,D12TA089422V
VR,PER,995588,2,CONT,J17LA638791T
VR,PER,995590,2,CONT,Q18GA043841A
VR,PER,995591,2,CONT,Q21GA045947A
VR,PER,999128,2.2,CONT,J15LA851370E
VR,PER,995592,2,CONT,Q18GA043838M
VR,PER,995594,2,CONT,Q19GA005105F
VR,PER,995596,2,CONT,Q19GA005107H
VR,PER,995597,2,CONT,Q19GA005109J
VR,PER,995599,2,CONT,Q18EA019588G
VR,PER,995600,2,CONT,D12TA089430V
VR,PER,995602,2,CONT,2166673
VR,PER,995603,2,CONT,D12TA089543D
VR,PER,995604,2,CONT,J17LA638836P
VR,PER,995605,2,CONT,J14LA732710J
VR,PER,995608,2,CONT,D12TA089541B
VR,PER,995609,2,CONT,Q18EA019595F
VR,PER,995610,2,CONT,D12TA089542C
VR,PER,995613,2,CONT,Q18EA019523P
VR,PER,995616,2,CONT,Q18GA043875K
VR,PER,995617,3.2.1,CONT,C18LA220121O
VR,PER,995618,3.2.1,CONT,D12TA089840J
VR,PER,995620,3.2,CONT,Q21GA045743N
VR,PER,995621,3.2.1,CONT,Q21GA045816N
VR,PER,995624,3.2.1,CONT,C18LA220129W
VR,PER,995625,3.2.1,CONT,C18LA220130P
VR,PER,995627,3.2.1,CONT,J15LA850392G
VR,PER,995628,3.2.1,SIN_CONT,
VR,PER,995630,3.2.1,CONT,4120821
VR,PER,995631,3.2.1,CONT,J15LA851280D
VR,PER,995633,3.2.1,CONT,C18LA220098G
VR,PER,995635,3.2.1,CONT,C18LA220123Q
VR,PER,995636,3.2.1,CONT,C18LA220124R
VR,PER,995637,3.2.1,SIN_CONT,
VR,PER,995638,3.2.1,CONT,Q21GA045811I
VR,PER,995639,3.2,CONT,Q18EA019329P
VR,PER,995641,3.2.1,CONT,J15LA850700Y
VR,PER,995643,3.2.1,CONT,Q21GA045996G
VR,PER,995644,3.2,CONT,Q21GA045747R
VR,PER,995645,3.2,CONT,J17LA638973X
VR,PER,995646,3.2,CONT,Q21GA045877A
VR,PER,995648,3.2,CONT,J17LA638721F
VR,PER,995649,3.2,CONT,Q21GA031127A
VR,PER,995651,3.2,CONT,J17LA638715H
VR,PER,995652,3.2,CONT,J17LA638716I
VR,PER,995653,3.2,CONT,2331
VR,PER,995654,3.2,CONT,Q21GA045270T
VR,PER,995655,3.2,CONT,J17LA638975Z
VR,PER,995656,3.2,CONT,Q21GA045744O
VR,PER,995657,3.2,CONT,Q21GA031126Z
VR,PER,995658,3.2,CONT,Q21GA031128B
VR,PER,995659,3.2,CONT,J17LA638662L
VR,PER,999419,3.2,CONT,Q21GA045871U
VR,PER,995660,3.2,CONT,J17LA638974Y
VR,PER,995661,3.2,CONT,J17LA638666P
VR,PER,995663,3.2,CONT,J17LA638663M
VR,PER,995664,,CONT,(NULL)__13_MIG_995664_FIC
VR,PER,995665,3.2,CONT,Q21GA045745P
VR,PER,995666,3.2,CONT,J17LA638775R
VR,PER,995669,3.2,SIN_CONT,
VR,PER,995670,3.2,CONT,Q18GA043084U
VR,PER,995673,3.2.1,CONT,J15LA850401Q
VR,PER,995674,3.2.1,CONT,C18LA220111M
VR,PER,995675,3.2.1,SIN_CONT,
VR,PER,995678,3.2.1,CONT,C18LA220095D
VR,PER,995679,2.2,CONT,Q19GA005181R
VR,PER,995681,2.1,CONT,C18LA220068
VR,PER,995682,2.2,CONT,Q22GA020974F
VR,PER,995683,2.1,CONT,J14LA732751S
VR,PER,995684,2.2,CONT,J14LA732749Y
VR,PER,995686,,CONT,74911540
VR,PER,995687,2.1,CONT,Q19GA023759N
VR,PER,995688,2.2,CONT,Q18GA043474E
VR,PER,995690,3.2,CONT,Q18GA043172T
VR,PER,995693,2.1,SIN_CONT,
VR,PER,995694,2.1,CONT,Q19GA023756K
VR,PER,995695,2.1,CONT,Q19GA023752G
VR,PER,998924,2.1,CONT,Q19GA023745H
VR,PER,995696,2.1,SIN_CONT,Q18GA043451X
VR,PER,40000100097,,CONT,Q18GA043451X
VR,PER,995697,2.2,CONT,J15LA851374I
VR,PER,995698,2.2,CONT,Q21GA046078H
VR,PER,995699,2.1,CONT,Q19GA005103D
VR,PER,999834,2.1,CONT,Q18EA019877M
VR,PER,995700,2.2,CONT,J15LA851379N
VR,PER,995701,2.1,CONT,Q21GA045834P
VR,PER,995703,2.1,CONT,Q21GA045995F
VR,PER,995704,2.2,CONT,Q19GA043218Q
VR,PER,995705,2.1,CONT,Q19GA043220K
VR,PER,995707,2.1,CONT,J15LA850340U
VR,PER,995708,2.1,CONT,Q18GA043559I
VR,PER,995709,2.1,CONT,J14LA728117R_995709_FICT
VR,PER,995710,2.2,CONT,J15LA851376K
VR,PER,995712,2,CONT,Q19GA024004H
VR,PER,995713,,SIN_CONT,Q18EA018438P
VR,PER,40000100036,2,CONT,Q18EA018438P
VR,PER,995714,2,CONT,J14LA732732P
VR,PER,995715,2,CONT,D12TA089623C
VR,PER,995716,2,SIN_CONT,Q18GA037971B
VR,PER,40000100262,,CONT,Q18GA037971B
VR,PER,995719,2,CONT,Q21GA046153B
VR,PER,995721,2,CONT,Q19GA024006J
VR,SOC,995724,2,SIN_CONT,
VR,PER,995725,2,CONT,Q21GA046004P
VR,PER,995726,2,CONT,Q19GA024005I
VR,PER,995728,2,SIN_CONT,
VR,PER,995729,2,CONT,Q21GA045820J
VR,PER,995730,2,CONT,Q21GA046007S
VR,PER,998349,2.2,CONT,Q21GA031275L
VR,PER,995731,2,CONT,Q19GA024002F
VR,PER,995732,2,CONT,Q18GA043450W
VR,PER,995733,2,CONT,D12LA037622I
VR,PER,995736,2,CONT,Q19GA023834H
VR,PER,995737,2,CONT,Q18GA043374B
VR,PER,995738,2,CONT,Q18EA019907B
VR,PER,998409,0,CONT,Q18GA043798V
VR,PER,995739,2,CONT,Q18EA019919F
VR,PER,995740,2,CONT,D12TA089774
VR,PER,995741,2,CONT,D11CA267732L
VR,PER,995743,2,CONT,D12TA089658N
VR,PER,995745,2,CONT,Q18EA019913Z
VR,PER,995747,2,CONT,Q18EA019921Z
VR,PER,995748,2,CONT,Q18EA019906A
VR,PER,995749,2,CONT,J14LA719725I
VR,PER,995750,2,CONT,D12TA089660H
VR,PER,995752,2,CONT,J14LA732744T
VR,PER,995753,2,CONT,Q21GA045942S
VR,PER,995754,2,CONT,Q18GA043445Z
VR,PER,995755,2,CONT,Q18EA019768I
VR,PER,995763,3.2,CONT,J17LA638753N
VR,PER,995756,3.2,CONT,Q18GA038030V
VR,PER,995757,3.2,CONT,J14LA633742K
VR,PER,995758,3.2,CONT,J17LA6387878X
VR,PER,995759,3.2,CONT,J15LA836984M
VR,PER,995760,3.2,CONT,J17LA638699V
VR,PER,995761,3.2,CONT,Q18GA038036B
VR,PER,995762,3.2,CONT,Q21GA031223Z
VR,PER,995764,3.2,CONT,J15LA851034R
VR,PER,995765,3.2,CONT,Q18GA038028B
VR,PER,995767,3.2,CONT,Q21GA031240A
VR,PER,995768,3.2,CONT,Q21GA046016T
VR,PER,995769,3.2,CONT,Q19GA023962O
VR,PER,995770,3.2,CONT,96819
VR,PER,995771,3.2,CONT,Q18EA018463Q
VR,PER,995772,3.2,CONT,Q21GA031099N
VR,PER,995773,3.2,CONT,Q18EA018464R
VR,PER,995774,3.2,CONT,Q18GA037895G
VR,PER,995776,3.2,CONT,Q18EA018466I
VR,PER,995778,3.2,CONT,Q18EA018469W
VR,PER,995779,3.2,CONT,Q18EA018470P
VR,PER,995781,3.2,CONT,J14LA719736L
VR,PER,995782,3.2,CONT,J15LA851084B
VR,PER,995784,3.2,CONT,Q19GA0238256
VR,PER,995785,3.2,CONT,Q21GA046013Q
VR,PER,995786,3.2,CONT,J17LA638976A
VR,PER,995787,3.2,CONT,Q19GA023746I
VR,PER,995789,3.2,CONT,J17LA638979D
VR,PER,995790,3.2,CONT,Q21GA045833O
VR,PER,995791,3.2,CONT,Q21GA045924Q
VR,PER,995792,3.2,CONT,J15LA850987B
VR,PER,995793,3,CONT,Q18GA037932U
VR,PER,995795,3,CONT,Q18GA042921C
VR,PER,995796,3,CONT,Q21GA045805K
VR,PER,995797,3,CONT,Q21GA045751N
VR,PER,995799,3,CONT,Q18GA042923E
VR,PER,995800,3.2,CONT,J12OA023259A
VR,PER,995801,3.2,CONT,Q19GA023883Q
VR,PER,995802,3.2,CONT,J726067
VR,PER,995803,3.2,CONT,Q18EA019536T
VR,PER,995804,3.2,CONT,4159755
VR,PER,995805,3.2,CONT,Q18GA042999Y
VR,PER,995806,3.2,CONT,Q19GA023963P
VR,PER,995807,3.2,CONT,J14LA732605J
VR,PER,995808,3.2,CONT,Q18GA043005F
VR,PER,995809,3.2,CONT,Q19GA005226N
VR,PER,995810,3.2,CONT,Q19GA005224L
VR,PER,995812,3.2,CONT,Q22GA020963C
VR,PER,995813,3.2,CONT,D12TA089872R
VR,PER,995814,3.2,CONT,Q18GA037940V
VR,PER,995815,3.2,CONT,Q19GA005225M
VR,PER,997254,0,CONT,Q21GA043940Q
VR,PER,995817,3.1,CONT,J14LA732681V
VR,PER,995818,3.1,CONT,95534154
VR,PER,995819,3.1,CONT,Q19GA023718E
VR,PER,995820,3.1,SIN_CONT,
VR,PER,995823,3.1,CONT,Q19GA023943L
VR,PER,995824,2.2,SIN_CONT,
VR,PER,995825,2.2,CONT,J15LA851331X
VR,PER,995826,2.2,CONT,Q18GA042997W
VR,PER,995827,2.2,CONT,Q19GA005256T
VR,PER,995828,2.2,CONT,Q18GA037835U
VR,PER,995829,2.2,CONT,Q18GA042864K
VR,PER,995830,2.2,CONT,Q19GA023894T
VR,PER,995831,2.2,CONT,J15LA851500W
VR,PER,995833,2.2,SIN_CONT,
VR,PER,995834,2.2,CONT,Q18GA043070O
VR,PER,995835,2.2,CONT,J15LA836978O
VR,PER,995837,2.2,CONT,Q21GA031188
VR,PER,40000100271,,CONT,Q21GA031188
VR,PER,995839,2.2,CONT,J15LA851160W
VR,PER,995840,3.2.1,CONT,A11OA216177O
VR,PER,995842,,CONT,613401
VR,PER,995843,3.2.1,CONT,J15LA851515D
VR,PER,995844,3.2.1,CONT,C18LA220079D
VR,CON,995845,3.2.1,CONT,Q21EA037248Q
VR,PER,995846,3.2.1,CONT,Q21GA031214Y
VR,PER,999148,,CONT,J12OA023331R
VR,PER,995847,3.2.1,CONT,D12LA037600C
VR,PER,995849,3.2,CONT,Q21EA037167Q
VR,PER,995850,3.2,CONT,Q21EA037165O
VR,PER,995853,3.2,CONT,Q18GA043234Q
VR,PER,995854,3.2,CONT,Q19GA023978W
VR,PER,995855,3.2,CONT,Q19GA023979X
VR,PER,995857,3.2,CONT,Q18GA043346X
VR,PER,995858,3.2,CONT,Q19GA023976U
VR,PER,997885,3.2,CONT,Q19GA023922G
VR,PER,995859,3.2,CONT,Q21EA037164N
VR,PER,995860,3.2,CONT,J17LA638968A
VR,PER,995861,3.2,CONT,Q18EA018480R
VR,PER,995862,3.2,CONT,Q18EA018479Y
VR,PER,995863,2.2,CONT,Q18GA043393E
VR,PER,995864,3.2,CONT,Q21GA046184I
VR,PER,995866,3.2,CONT,Q21GA045914O
VR,PER,995867,3.2,CONT,J15LA851507D
VR,PER,995870,3.2,CONT,Q18GA043156T
VR,PER,995871,3.2,CONT,Q18GA038027B
VR,PER,995872,3.2,CONT,Q18EA018473S
VR,PER,995873,3.2,CONT,Q18EA018478X
VR,PER,995874,3.2.1,CONT,C18LA2200677Z
VR,PER,995875,3.2.1,CONT,J17LA638708I
VR,PER,995876,3.2.1,CONT,J17LA6338710C
VR,PER,995877,2.2,CONT,J15LA850697U
VR,PER,995878,,CONT,5181
VR,PER,995879,3.1,CONT,Q18EA019739D
VR,PER,995880,3.1,CONT,Q18GA0238085K
VR,PER,995881,3.2.1,CONT,C18LA220019R
VR,PER,995883,3.2.1,CONT,J17LA6388942
VR,PER,995885,2.2,CONT,J17LA638814J
VR,PER,995886,2.2,CONT,J17LA638818N
VR,PER,995888,2.2,CONT,J17LA638899E
VR,PER,995889,2.2,SIN_CONT,
VR,PER,995892,2.2,CONT,J17LA638846R
VR,PER,995893,2.2,CONT,J15LA851443E
VR,PER,995894,2.2,CONT,J15LA851513B
VR,PER,996615,2.2,CONT,Q19GA005188Y
VR,PER,995898,2.2,CONT,D12TA089693Q
VR,PER,997019,2.2,CONT,J14LA728112M
VR,PER,998832,2.2,SIN_CONT,
VR,PER,995899,2.2,CONT,K173779
VR,PER,995900,2.2,SIN_CONT,
VR,PER,995901,2.2,CONT,J17LA638882V
VR,PER,995902,2.2,CONT,J17LA638848T
VR,PER,995903,2.2,CONT,J15LA851418A
VR,PER,995904,3.1,CONT,Q21GA031257J
VR,PER,995905,3.1,CONT,J15LA851503Z
VR,PER,995906,3.1,CONT,J14LA719592N
VR,PER,995908,3.1,CONT,J14LA719723G
VR,PER,995909,3.1,CONT,Q19GA023690J
VR,PER,995910,3.1,CONT,J17LA638960S
VR,PER,995911,3.1,CONT,J14LA732557S
VR,PER,995912,3.1,CONT,J14LA732561O
VR,PER,995913,3.1,CONT,J14LA732566T
VR,PER,995915,3.1,CONT,J14LA732588Z
VR,PER,995916,3.1,CONT,Q19GA023716C
VR,PER,995917,3.1,CONT,Q19GA023691K
VR,PER,995920,3,CONT,Q21GA031293N
VR,PER,995921,3,CONT,Q21GA031292M
VR,PER,995922,3,CONT,Q21GA046177V
VR,PER,995923,3,CONT,J15LA851498T
VR,PER,995924,3,CONT,Q21GA031118Z
VR,PER,995925,3,CONT,Q21GA046169J
VR,PER,995926,3.2,CONT,Q18GA037839Y
VR,PER,995927,3.2,CONT,J15LA837098U
VR,PER,995928,3.2,CONT,Q18GA043203J
VR,PER,995929,3.2,CONT,Q18GA043201H
VR,PER,995930,3.2,CONT,Q18GA037845W
VR,PER,995931,3.2,CONT,J14LA638747P
VR,PER,999242,3.2,SIN_CONT,
VR,PER,995932,3.2,CONT,Q18GA043475F
VR,PER,995933,3.2,CONT,J17LA638692R
VR,PER,995934,3.2,CONT,Q18GA043082S
VR,PER,995935,3.2,CONT,OA023490F
VR,PER,995936,3.2,CONT,J14LA732468S
VR,PER,995937,3.2,CONT,Q18GA043652E
VR,PER,995938,3.2,CONT,Q18GA043347Y
VR,PER,995939,3.2,CONT,Q18GA037840R
VR,PER,995940,3.2,CONT,Q18GA038032X
VR,PER,995941,3.2,CONT,Q18GA037841S
VR,PER,995942,3.2,CONT,Q18GA037819U
VR,PER,995943,3.2,CONT,Q18GA043206M
VR,PER,995945,3.2,CONT,Q18GA043353W
VR,PER,995946,3.2,CONT,Q18GA043199E
VR,PER,995947,3.2,CONT,Q18GA043354X
VR,PER,995948,3.1,CONT,J14LA732458Q
VR,PER,995949,3.1,CONT,J14LA732460K
VR,PER,995950,3.1,CONT,J14LA732743S
VR,PER,995952,3.1,CONT,Q19GA004989T
VR,PER,995954,3.1,CONT,J14LA732462M
VR,PER,995955,3.1,CONT,Q19GA004913Z
VR,PER,995956,3.1,CONT,Q18GA043232
VR,PER,995957,3.1,CONT,L395956
VR,PER,995958,3.1,CONT,J17LA638927R
VR,PER,995959,3.1,SIN_CONT,
VR,PER,995962,2.2,CONT,34516
VR,PER,995963,2.2,CONT,J17LA638891W
VR,PER,995964,2.2,CONT,J14LA719588R
VR,PER,995965,2.2,CONT,J17LA638850N_995965_FICT
VR,PER,995966,2.2,CONT,J17LA638842N_995966_FICT
VR,PER,995967,2.2,CONT,J15LA851123R
VR,PER,995968,2.2,CONT,2109428
VR,PER,995970,2.2,CONT,Q18EA019495L
VR,PER,995971,2.2,CONT,J17LA638849U
VR,PER,995972,2.2,CONT,D12TA089577N
VR,PER,995973,2.2,CONT,J17LA638850N_995973_FICT
VR,PER,995974,2.2,CONT,J17LA638917P
VR,PER,995975,2.2,CONT,Q18EA019607S
VR,PER,995976,2.2,CONT,J14LA719581K
VR,PER,995977,2.2,CONT,J17LA638906M
VR,PER,995978,2.2,CONT,J15LA850643G
VR,PER,995979,2.2,CONT,J17LA638903J
VR,PER,995980,2.2,CONT,J17LA638908O
VR,PER,995981,2.2,CONT,Q18EA019880H
VR,PER,995983,2.2,CONT,Q22GA021043B
VR,PER,995984,2.2,SIN_CONT,
VR,PER,995986,2.2,CONT,J15LA850640D
VR,PER,995988,2.2,CONT,J15LA850949
VR,PER,995989,2.2,CONT,J15LA638804H
VR,PER,995990,2.2,CONT,J15LA850648L
VR,PER,995991,2.2,CONT,J17LA638805I
VR,PER,995992,2.2,CONT,J15LA850645I
VR,PER,997996,3.1,CONT,J14LA732552
VR,PER,995994,2.2,CONT,J15LA837100Y
VR,PER,995995,2.2,CONT,Q21GA045750M
VR,PER,995996,2.2,CONT,J15LA850644H
VR,PER,995997,2.2,CONT,J15LA850696T
VR,PER,995999,2.1,SIN_CONT,
VR,PER,996000,2.1,CONT,Q19GA023757L
VR,PER,996001,2.2,CONT,Q18EA019424N
VR,PER,996002,3.1,CONT,Q21GA031168J
VR,PER,996003,3.1,CONT,J15LA851124S
VR,PER,996004,3.1,CONT,J15LA851019S
VR,PER,996005,3.1,CONT,J15LA851011K_996005_FICT
VR,PER,996006,3.1,CONT,Q19GA005123H
VR,PER,996008,3.1,CONT,J15LA851011K_996008_FICT
VR,PER,996009,3.1,CONT,Q21GA031170D
VR,PER,996010,3.1,CONT,Q21GA031172F
VR,PER,996011,3.1,CONT,J15LA851125T
VR,PER,996012,3.1,CONT,J15LA851010J
VR,PER,996013,3.1,CONT,Q21GA031165G
VR,PER,996014,3.1,CONT,Q18GA043550Z
VR,PER,996015,3.1,CONT,Q21GA031166H
VR,PER,996016,3.1,SIN_CONT,
VR,PER,996017,3.1,SIN_CONT,
VR,PER,996019,3.1,CONT,J15LA851050R
VR,PER,996020,3.1,CONT,Q21GA031173G
VR,PER,996022,3.1,CONT,J15LA851013M
VR,PER,996023,3.1,CONT,J15LA851058Z
VR,PER,996024,0,CONT,Q19GA004861E
VR,PER,996025,3.1,CONT,Q18GA043600S
VR,PER,996026,0,CONT,Q19GA004863G
VR,PER,996027,0,CONT,J14LA732661R
VR,PER,996028,0,CONT,J15LA851070V
VR,PER,996029,0,CONT,Q19GA004864H
VR,PER,996030,0,CONT,J15LA851401V
VR,PER,996032,0,CONT,J15LA851456J
VR,PER,996033,0,CONT,J14LA732675X
VR,PER,998313,0,CONT,Q18GA043423T
VR,PER,996034,0,SIN_CONT,
VR,PER,996035,0,CONT,Q19GA004865I
VR,PER,996036,0,CONT,J14LA732476S
VR,PER,996037,0,CONT,J14LA732611H
VR,PER,996038,0,SIN_CONT,
VR,PER,996039,0,CONT,J14LA732494Q
VR,PER,996040,0,CONT,Q18GA043289F
VR,PER,996041,0,CONT,Q18GA043362X
VR,PER,998503,2.1,CONT,Q18GA043497L
VR,PER,996043,0,CONT,J14LA719637J
VR,PER,996044,0,CONT,J15LA851229A
VR,PER,996045,0,CONT,Q18GA043295D
VR,PER,996046,0,CONT,J14LA719576W
VR,PER,996048,0,CONT,996048_MIG
VR,PER,996050,0,CONT,J14LA719579Q
VR,PER,996052,0,CONT,J14LA719632E
VR,PER,996054,0,CONT,J14LA719574L
VR,PER,996055,0,CONT,D12LA037590-R
VR,PER,996056,0,CONT,Q18GA043710X
VR,PER,996057,0,CONT,J14LA719578P
VR,PER,996058,0,CONT,Q18GA054098J
VR,PER,996059,2.1,CONT,J15LA638955V
VR,PER,996060,3.2.1,CONT,C18LA220034Q
VR,PER,996063,3.2.1,CONT,Q18GA043431T
VR,PER,996064,3.2.1,CONT,J15LA850977Z
VR,PER,996065,3.2.1,CONT,J15LA851306W
VR,PER,996068,3.2.1,CONT,Q18EA019737B
VR,PER,996069,2.2,CONT,Q18GA043155S
VR,PER,996070,2.2,CONT,Q21EA037210C
VR,PER,996071,2.2,CONT,Q21EA037161K
VR,PER,996072,2.2,CONT,J15LA8507501
VR,PER,996075,2.2,CONT,Q21EA037170L
VR,PER,996077,2.2,CONT,J17LA638959Z
VR,PER,996078,2.2,CONT,J15LA837026F
VR,PER,996080,2.2,CONT,Q18GA043824G
VR,PER,996081,2.2,CONT,Q18GA043825H
VR,PER,996082,2.2,CONT,J15LA851074Z
VR,PER,996083,2.2,CONT,J17LA639009S
VR,PER,996084,2.2,CONT,J15LA836990K_996084_FICT
VR,PER,996085,2.2,SIN_CONT,
VR,PER,996086,2.2,CONT,Q18GA043099B
VR,PER,996087,2.2,CONT,Q18GA043106J
VR,PER,996088,2.2,CONT,Q22GA020967G
VR,PER,996089,2.2,CONT,L780224
VR,PER,996090,2.2,CONT,Q21GA046224Z
VR,PER,996092,2.2,CONT,Q21GA046222X
VR,PER,996093,2.2,CONT,J14LA728136U
VR,PER,996094,2.2,CONT,J15LA850943P
VR,PER,996095,2.2,CONT,Q21GA046025V
VR,PER,996097,2.2,CONT,J15LA850945R
VR,PER,996098,2.2,CONT,J15LA851512A
VR,PER,996099,2.2,CONT,J15LA851063W
VR,PER,996100,2.2,CONT,J15LA851065V
VR,PER,996101,2.2,CONT,Q21GA046112S
VR,PER,996103,2.2,CONT,Q21GA031158H
VR,PER,996104,2.2,CONT,J15LA851049V
VR,PER,996105,2.2,CONT,J15LA851062V
VR,PER,996106,2.2,CONT,H443506
VR,PER,996107,2.2,CONT,J14LA732576V
VR,PER,996108,2.2,CONT,Q21GA045909R
VR,PER,996109,2.2,CONT,Q21GA046114U
VR,PER,996110,2.2,CONT,J17LA638934Q
VR,PER,996111,2.2,CONT,J221078
VR,PER,997096,2.1,CONT,Q21GA046102Q
VR,PER,996113,2.2,SIN_CONT,
VR,PER,996115,2.2,CONT,J12OA023716E
VR,PER,996116,2.2,CONT,Q21GA045856V
VR,PER,996117,2.2,CONT,J15LA850759
VR,PER,996118,2.2,CONT,Q18GA043100D
